CENTRAL POLLUTION CONTROL BOARD,,,,,,,,,,,,,,,,,,,,,,,,,,
CONTINUOUS AMBIENT AIR QUALITY,,,,,,,,,,,,,,,,,,,,,,,,,,
"Date: Saturday, Mar 10 2018",,,,,,,,,,,,,,,,,,,,,,,,,,
Time: 01:23:54 AM,,,,,,,,,,,,,,,,,,,,,,,,,,
Station,", DU, New Delhi - IMD",,,,,,,,,,,,,,,,,,,,,,,,,
Parameter,"WS,WD,Gust,Variance,AT,RH,SR,BP,PP Accum,Power,PM10,PM2.5,NO,NO2,NOx,CO,CO2,Ozone,Black Carbon,Benzene,Toluene,Eth-Benzene,Xylene,NH3",,,,,,,,,,,,,,,,,,,,,,,,,
AvgPeriod,24 Hours,,,,,,,,,,,,,,,,,,,,,,,,,
From,01-01-2013 T00:00:00Z 00:00,,,,,,,,,,,,,,,,,,,,,,,,,
To,01-01-2018 T14:50:59Z 00:00,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
", DU, New Delhi - IMD",,,,,,,,,,,,,,,,,,,,,,,,,,
 , ,, , , , , ,,,,,,,,,,,,,,,,,,,
From Date,To Date,Code,WS,WD,Gust,Variance,AT,RH,Black Carbon,Benzene,Toluene,Eth-Benzene,Xylene,NH3,NO,NO2,NOx,CO,CO2,Ozone,SR,BP,PP Accum,Power,PM10,PM2.5
20-06-2013 00:00,21-06-2013 00:00,NC,,,,,,,,,,,,,,,,,,,,,,,,
21-06-2013 00:00,22-06-2013 00:00,NC,,,,,,,,,,,,,,,,,,,,,,,,
22-06-2013 00:00,23-06-2013 00:00,NC,,,,,,,,,,,,,,,,,,,,,,,,
23-06-2013 00:00,24-06-2013 00:00,NC,,,,,,,,,,,,,,,,,,,,,,,,
24-06-2013 00:00,25-06-2013 00:00,NC,,,,,,,,,,,,,,,,,,,,,,,,
25-06-2013 00:00,26-06-2013 00:00,NC,,,,,,,,,,,,,,,,,,,,,,,,
26-06-2013 00:00,27-06-2013 00:00,NC,,,,,,,,,,,,,,,,,,,,,,,,
27-06-2013 00:00,28-06-2013 00:00,NC,,,,,,,,,,,,,,,,,,,,,,,,
28-06-2013 00:00,29-06-2013 00:00,NC,,,,,,,,,,,,,,,,,,,,,,,,
29-06-2013 00:00,30-06-2013 00:00,NC,,,,,,,,,,,,,,,,,,,,,,,,
30-06-2013 00:00,01-07-2013 00:00,NC,,,,,,,,,,,,,,,,,,,,,,,,
01-07-2013 00:00,02-07-2013 00:00,NC,,,,,,,,,,,,,,,,,,,,,,,,
02-07-2013 00:00,03-07-2013 00:00,NC,,,,,,,,,,,,,,,,,,,,,,,,
03-07-2013 00:00,04-07-2013 00:00,NC,,,,,,,,,,,,,,,,,,,,,,,,
04-07-2013 00:00,05-07-2013 00:00,NC,,,,,,,,,,,,,,,,,,,,,,,,
05-07-2013 00:00,06-07-2013 00:00,NC,,,,,,,,,,,,,,,,,,,,,,,,
06-07-2013 00:00,07-07-2013 00:00,NC,,,,,,,,,,,,,,,,,,,,,,,,
07-07-2013 00:00,08-07-2013 00:00,NC,,,,,,,,,,,,,,,,,,,,,,,,
08-07-2013 00:00,09-07-2013 00:00,NC,,,,,,,,,,,,,,,,,,,,,,,,
09-07-2013 00:00,10-07-2013 00:00,NC,,,,,,,,,,,,,,,,,,,,,,,,
10-07-2013 00:00,11-07-2013 00:00,NC,,,,,,,,,,,,,,,,,,,,,,,,
11-07-2013 00:00,12-07-2013 00:00,NC,,,,,,,,,,,,,,,,,,,,,,,,
12-07-2013 00:00,13-07-2013 00:00,NC,,,,,,,,,,,,,,,,,,,,,,,,
13-07-2013 00:00,14-07-2013 00:00,NC,,,,,,,,,,,,,,,,,,,,,,,,
14-07-2013 00:00,15-07-2013 00:00,NC,,,,,,,,,,,,,,,,,,,,,,,,
15-07-2013 00:00,16-07-2013 00:00,NC,,,,,,,,,,,,,,,,,,,,,,,,
16-07-2013 00:00,17-07-2013 00:00,NC,,,,,,,,,,,,,,,,,,,,,,,,
17-07-2013 00:00,18-07-2013 00:00,NC,,,,,,,,,,,,,,,,,,,,,,,,
18-07-2013 00:00,19-07-2013 00:00,NC,,,,,,,,,,,,,,,,,,,,,,,,
19-07-2013 00:00,20-07-2013 00:00,NC,,,,,,,,,,,,,,,,,,,,,,,,
20-07-2013 00:00,21-07-2013 00:00,NC,,,,,,,,,,,,,,,,,,,,,,,,
21-07-2013 00:00,22-07-2013 00:00,NC,,,,,,,,,,,,,,,,,,,,,,,,
22-07-2013 00:00,23-07-2013 00:00,NC,,,,,,,,,,,,,,,,,,,,,,,,
23-07-2013 00:00,24-07-2013 00:00,NC,,,,,,,,,,,,,,,,,,,,,,,,
24-07-2013 00:00,25-07-2013 00:00,NC,,,,,,,,,,,,,,,,,,,,,,,,
25-07-2013 00:00,26-07-2013 00:00,NC,,,,,,,,,,,,,,,,,,,,,,,,
26-07-2013 00:00,27-07-2013 00:00,NC,,,,,,,,,,,,,,,,,,,,,,,,
27-07-2013 00:00,28-07-2013 00:00,NC,,,,,,,,,,,,,,,,,,,,,,,,
28-07-2013 00:00,29-07-2013 00:00,NC,,,,,,,,,,,,,,,,,,,,,,,,
29-07-2013 00:00,30-07-2013 00:00,NC,,,,,,,,,,,,,,,,,,,,,,,,
30-07-2013 00:00,31-07-2013 00:00,NC,,,,,,,,,,,,,,,,,,,,,,,,
31-07-2013 00:00,01-08-2013 00:00,NC,,,,,,,,,,,,,,,,,,,,,,,,
01-08-2013 00:00,02-08-2013 00:00,NC,,,,,,,,,,,,,,,,,,,,,,,,
02-08-2013 00:00,03-08-2013 00:00,NC,,,,,,,,,,,,,,,,,,,,,,,,
03-08-2013 00:00,04-08-2013 00:00,NC,,,,,,,,,,,,,,,,,,,,,,,,
04-08-2013 00:00,05-08-2013 00:00,NC,,,,,,,,,,,,,,,,,,,,,,,,
05-08-2013 00:00,06-08-2013 00:00,NC,,,,,,,,,,,,,,,,,,,,,,,,
06-08-2013 00:00,07-08-2013 00:00,NC,,,,,,,,,,,,,,,,,,,,,,,,
07-08-2013 00:00,08-08-2013 00:00,NC,,,,,,,,,,,,,,,,,,,,,,,,
08-08-2013 00:00,09-08-2013 00:00,NC,,,,,,,,,,,,,,,,,,,,,,,,
09-08-2013 00:00,10-08-2013 00:00,NC,,,,,,,,,,,,,,,,,,,,,,,,
10-08-2013 00:00,11-08-2013 00:00,NC,,,,,,,,,,,,,,,,,,,,,,,,
11-08-2013 00:00,12-08-2013 00:00,NC,,,,,,,,,,,,,,,,,,,,,,,,
12-08-2013 00:00,13-08-2013 00:00,NC,,,,,,,,,,,,,,,,,,,,,,,,
13-08-2013 00:00,14-08-2013 00:00,NC,,,,,,,,,,,,,,,,,,,,,,,,
14-08-2013 00:00,15-08-2013 00:00,NC,,,,,,,,,,,,,,,,,,,,,,,,
15-08-2013 00:00,16-08-2013 00:00,NC,,,,,,,,,,,,,,,,,,,,,,,,
16-08-2013 00:00,17-08-2013 00:00,NC,,,,,,,,,,,,,,,,,,,,,,,,
17-08-2013 00:00,18-08-2013 00:00,NC,,,,,,,,,,,,,,,,,,,,,,,,
18-08-2013 00:00,19-08-2013 00:00,NC,,,,,,,,,,,,,,,,,,,,,,,,
19-08-2013 00:00,20-08-2013 00:00,NC,,,,,,,,,,,,,,,,,,,,,,,,
20-08-2013 00:00,21-08-2013 00:00,NC,,,,,,,,,,,,,,,,,,,,,,,,
21-08-2013 00:00,22-08-2013 00:00,NC,,,,,,,,,,,,,,,,,,,,,,,,
22-08-2013 00:00,23-08-2013 00:00,NC,,,,,,,,,,,,,,,,,,,,,,,,
23-08-2013 00:00,24-08-2013 00:00,NC,,,,,,,,,,,,,,,,,,,,,,,,
24-08-2013 00:00,25-08-2013 00:00,NC,,,,,,,,,,,,,,,,,,,,,,,,
25-08-2013 00:00,26-08-2013 00:00,NC,,,,,,,,,,,,,,,,,,,,,,,,
26-08-2013 00:00,27-08-2013 00:00,NC,,,,,,,,,,,,,,,,,,,,,,,,
27-08-2013 00:00,28-08-2013 00:00,NC,,,,,,,,,,,,,,,,,,,,,,,,
28-08-2013 00:00,29-08-2013 00:00,NC,,,,,,,,,,,,,,,,,,,,,,,,
29-08-2013 00:00,30-08-2013 00:00,NC,,,,,,,,,,,,,,,,,,,,,,,,
30-08-2013 00:00,31-08-2013 00:00,NC,,,,,,,,,,,,,,,,,,,,,,,,
31-08-2013 00:00,01-09-2013 00:00,NC,,,,,,,,,,,,,,,,,,,,,,,,
01-09-2013 00:00,02-09-2013 00:00,NC,,,,,,,,,,,,,,,,,,,,,,,,
02-09-2013 00:00,03-09-2013 00:00,NC,,,,,,,,,,,,,,,,,,,,,,,,
03-09-2013 00:00,04-09-2013 00:00,NC,,,,,,,,,,,,,,,,,,,,,,,,
04-09-2013 00:00,05-09-2013 00:00,NC,,,,,,,,,,,,,,,,,,,,,,,,
05-09-2013 00:00,06-09-2013 00:00,NC,,,,,,,,,,,,,,,,,,,,,,,,
06-09-2013 00:00,07-09-2013 00:00,NC,,,,,,,,,,,,,,,,,,,,,,,,
07-09-2013 00:00,08-09-2013 00:00,NC,,,,,,,,,,,,,,,,,,,,,,,,
08-09-2013 00:00,09-09-2013 00:00,NC,,,,,,,,,,,,,,,,,,,,,,,,
09-09-2013 00:00,10-09-2013 00:00,NC,,,,,,,,,,,,,,,,,,,,,,,,
10-09-2013 00:00,11-09-2013 00:00,NC,,,,,,,,,,,,,,,,,,,,,,,,
11-09-2013 00:00,12-09-2013 00:00,NC,,,,,,,,,,,,,,,,,,,,,,,,
12-09-2013 00:00,13-09-2013 00:00,NC,,,,,,,,,,,,,,,,,,,,,,,,
13-09-2013 00:00,14-09-2013 00:00,NC,,,,,,,,,,,,,,,,,,,,,,,,
14-09-2013 00:00,15-09-2013 00:00,NC,,,,,,,,,,,,,,,,,,,,,,,,
